,Image,F1,Jaccard,Recall,Precision,Accuracy
407,archive\images\2249.png,0.6174055829228243,0.44655581947743467,0.44655581947743467,1.0,0.992889404296875
408,archive\images\2548.png,0.8887990295188031,0.7998544395924309,0.7998544395924309,1.0,0.9958038330078125
409,archive\images\2964.png,0.010539367637941723,0.005297600498597694,0.00688537869582827,0.022457067371202115,0.9512939453125
410,archive\images\2486.png,0.9105839416058394,0.8358458961474037,0.8610871440897325,0.9661181026137464,0.99700927734375
411,archive\images\964.png,0.8910648714810281,0.8035320088300221,0.8035320088300221,1.0,0.9986419677734375
412,archive\images\1316.png,0.6475095785440613,0.47875354107648727,0.5059880239520959,0.898936170212766,0.9971923828125
413,archive\images\954.png,0.9090909090909091,0.8333333333333334,0.9411764705882353,0.8791208791208791,0.99951171875
414,archive\images\134.png,0.9800718719372755,0.9609224855861627,0.9861932938856016,0.974025974025974,0.9990692138671875
415,archive\images\351.png,0.9730215827338129,0.9474605954465849,0.9677996422182469,0.9783001808318263,0.999542236328125
416,archive\images\1873.png,0.9602750190985485,0.9235855988243938,0.9588100686498856,0.9617444529456771,0.996826171875
417,archive\images\1646.png,0.9038817005545287,0.8246205733558178,0.859402460456942,0.9532163742690059,0.9984130859375
418,archive\images\629.png,0.62625,0.45586897179253866,0.46175115207373274,0.9728155339805825,0.972625732421875
419,archive\images\2428.png,0.8347737671581088,0.7164048865619547,0.7350044762757386,0.9658823529411765,0.9950408935546875
420,archive\images\2473.png,0.9248327430145612,0.8601756954612005,0.9775374376039934,0.8775205377147125,0.9970855712890625
421,archive\images\1846.png,0.9187574671445639,0.8497237569060774,0.9309927360774818,0.9068396226415094,0.9979248046875
422,archive\images\1895.png,0.9257575757575758,0.8617771509167842,0.9614476789929189,0.8926223520818115,0.99700927734375
423,archive\images\2220.png,0.6913520097442144,0.5282948622486969,0.5586614173228347,0.9067092651757188,0.9806671142578125
424,archive\images\1282.png,0.871900826446281,0.7728937728937729,0.8603465851172273,0.8837696335078534,0.9962158203125
425,archive\images\2368.png,0.6597586941092973,0.4922685871637365,0.570446735395189,0.7822282059912488,0.9634246826171875
426,archive\images\535.png,0.9657673996826117,0.9338009644892591,0.962059620596206,0.9695038689121529,0.9976959228515625
427,archive\images\140.png,0.9621318373071529,0.927027027027027,0.9621318373071529,0.9621318373071529,0.999176025390625
428,archive\images\590.png,0.9726996966632963,0.9468503937007874,0.969758064516129,0.9756592292089249,0.999176025390625
429,archive\images\1296.png,0.0,0.0,0.0,0.0,0.989471435546875
430,archive\images\2920.png,0.946167097329888,0.8978340825500613,0.9413024850042845,0.9510822510822511,0.996185302734375
431,archive\images\402.png,0.9831862126944095,0.9669284828441504,0.9890063424947146,0.9774341830338488,0.998779296875
432,archive\images\472.png,0.940374787052811,0.887459807073955,0.9910233393177738,0.8946515397082658,0.998931884765625
433,archive\images\2855.png,0.8018327605956471,0.6692160611854685,0.6944444444444444,0.948509485094851,0.9973602294921875
434,archive\images\1515.png,0.8405365126676603,0.7249357326478149,0.8221574344023324,0.8597560975609756,0.9983673095703125
435,archive\images\1247.png,0.9656160458452722,0.9335180055401662,0.9656160458452722,0.9656160458452722,0.999267578125
436,archive\images\2450.png,0.7875816993464052,0.6495956873315364,0.7866177070583436,0.7885480572597137,0.984130859375
437,archive\images\1333.png,0.9250317662007624,0.8605200945626478,0.8666666666666667,0.9918256130790191,0.9990997314453125
438,archive\images\1582.png,0.9158878504672898,0.8448275862068966,0.8553615960099751,0.985632183908046,0.998077392578125
439,archive\images\1897.png,0.9253956292388847,0.8611500701262272,0.9504643962848297,0.9016152716593245,0.9984893798828125
440,archive\images\967.png,0.8585757271815446,0.7521968365553603,0.852589641434263,0.8646464646464647,0.9978485107421875
441,archive\images\971.png,0.9339853300733496,0.8761467889908257,0.8761467889908257,1.0,0.9995880126953125
442,archive\images\2007.png,0.8428874734607218,0.728440366972477,0.7880893300248138,0.905875641756988,0.990966796875
443,archive\images\1684.png,0.9165402124430956,0.84593837535014,0.934984520123839,0.8988095238095238,0.9991607666015625
444,archive\images\189.png,0.9801539084649655,0.9610802223987291,0.9789644012944984,0.981346309813463,0.9992523193359375
445,archive\images\36.png,0.9311408016443988,0.8711538461538462,0.8745173745173745,0.9956043956043956,0.9989776611328125
446,archive\images\55.png,0.6023688663282571,0.43099273607748184,0.5377643504531722,0.6846153846153846,0.9964141845703125
447,archive\images\2898.png,0.9427365883062084,0.8916761687571265,0.9287410926365796,0.9571603427172583,0.9985504150390625
448,archive\images\157.png,0.9740344044141512,0.9493831066118317,0.995026525198939,0.9539097266369994,0.99755859375
449,archive\images\3004.png,0.0,0.0,0.0,0.0,0.99859619140625
450,archive\images\1275.png,0.929368029739777,0.8680555555555556,0.9398496240601504,0.9191176470588235,0.9991302490234375
451,archive\images\2343.png,0.9161290322580646,0.8452380952380952,0.8584382871536524,0.9821325648414986,0.9952392578125
452,archive\images\434.png,0.9183253260123541,0.8489847715736041,0.9970193740685543,0.851145038167939,0.9981842041015625
453,archive\images\149.png,0.9563616276928742,0.9163726182074806,0.9661458333333334,0.946773605541378,0.9963836669921875
454,archive\images\87.png,0.9062870699881376,0.8286334056399133,0.9362745098039216,0.8781609195402299,0.9963836669921875
455,archive\images\2553.png,0.8925459825750242,0.8059440559440559,0.8232142857142857,0.9746300211416491,0.9983062744140625
456,archive\images\1641.png,0.8892921960072596,0.8006535947712419,0.9441233140655106,0.8404802744425386,0.998138427734375
457,archive\images\1943.png,0.881967213114754,0.7888563049853372,0.9057239057239057,0.8594249201277955,0.9912109375
458,archive\images\2618.png,0.6634180299338671,0.49635416666666665,0.5061072756240043,0.9626262626262626,0.9852447509765625
459,archive\images\981.png,0.5626134301270417,0.39141414141414144,0.40843214756258234,0.9037900874635568,0.992645263671875
460,archive\images\1729.png,0.9168258378190658,0.8464251362616223,0.8952187182095626,0.9395017793594306,0.9926910400390625
461,archive\images\2911.png,0.0,0.0,0.0,0.0,0.9897613525390625
462,archive\images\2250.png,0.5990453460620525,0.42759795570698467,0.4283276450511945,0.996031746031746,0.98974609375
463,archive\images\1271.png,0.7114093959731543,0.5520833333333334,0.5955056179775281,0.8833333333333333,0.9993438720703125
464,archive\images\1630.png,0.9415011037527593,0.8894681960375391,0.9715261958997722,0.9132762312633833,0.998382568359375
465,archive\images\1927.png,0.0,0.0,0.0,0.0,0.977783203125
466,archive\images\1103.png,0.5422740524781341,0.372,0.4087912087912088,0.8051948051948052,0.99041748046875
467,archive\images\213.png,0.9493273542600896,0.9035424669227486,0.9706556625401193,0.9289161913119789,0.996551513671875
468,archive\images\1656.png,0.8911917098445595,0.8037383177570093,0.9052631578947369,0.8775510204081632,0.999359130859375
469,archive\images\2588.png,0.7532729103726084,0.6042003231017771,0.9121951219512195,0.6415094339622641,0.9962615966796875
470,archive\images\2274.png,0.8967454928588152,0.8128183361629882,0.8927738927738927,0.900752587017874,0.9932708740234375
471,archive\images\849.png,0.937126600284495,0.8816916488222698,0.9195979899497487,0.9553364269141531,0.9966278076171875
472,archive\images\2986.png,0.6396023198011598,0.4701583434835566,0.6454849498327759,0.6338259441707718,0.986724853515625
473,archive\images\1588.png,0.7291728874290833,0.5737781954887218,0.5867371456030754,0.9629337539432177,0.9861602783203125
474,archive\images\2688.png,0.0,0.0,0.0,0.0,0.953125
475,archive\images\1234.png,0.7421203438395415,0.5899772209567198,0.9961538461538462,0.591324200913242,0.99725341796875
476,archive\images\745.png,0.9124108416547788,0.8389296956977964,0.8846473029045643,0.9419734904270987,0.990631103515625
477,archive\images\387.png,0.9757240204429302,0.9525987525987526,0.9875,0.9642255892255892,0.998260498046875
478,archive\images\103.png,0.9420949902407286,0.8905289052890529,0.9705093833780161,0.9152970922882427,0.9986419677734375
479,archive\images\1742.png,0.8759398496240602,0.7792642140468228,0.9628099173553719,0.803448275862069,0.998992919921875
480,archive\images\636.png,0.988567585743107,0.9773936170212766,0.9932432432432432,0.9839357429718876,0.999481201171875
481,archive\images\2763.png,0.8660147538171213,0.7636913767019667,0.7831213155445237,0.9685341519570223,0.976165771484375
482,archive\images\1446.png,0.947565543071161,0.900355871886121,0.9980276134122288,0.9019607843137255,0.9991455078125
483,archive\images\2342.png,0.9154466686585001,0.8440771349862259,0.8534818941504179,0.9871134020618557,0.9956817626953125
484,archive\images\2494.png,0.9462636439966414,0.8980079681274901,0.9470588235294117,0.9454697986577181,0.998046875
485,archive\images\2390.png,0.7478070175438596,0.5971978984238179,0.5971978984238179,1.0,0.982452392578125
486,archive\images\2709.png,0.0,0.0,0.0,0.0,0.9934539794921875
487,archive\images\2604.png,0.7282776917974795,0.5726703755215578,0.8235,0.652794292508918,0.9812469482421875
488,archive\images\412.png,0.9812235009085403,0.9631391200951248,0.9688995215311005,0.9938650306748467,0.9995269775390625
489,archive\images\1097.png,0.8643617021276595,0.7611241217798594,0.9447674418604651,0.7965686274509803,0.998443603515625
490,archive\images\1311.png,0.8896061975468044,0.8011627906976744,0.8844672657252889,0.8948051948051948,0.9973907470703125
491,archive\images\2081.png,0.8371278458844131,0.7198795180722891,0.9676113360323887,0.7376543209876543,0.9985809326171875
492,archive\images\132.png,0.961521833117164,0.925895087427144,0.9661164205039097,0.9569707401032702,0.9986419677734375
493,archive\images\186.png,0.0,0.0,0.0,0.0,0.99798583984375
494,archive\images\1330.png,0.8580542264752792,0.7513966480446927,0.9676258992805755,0.7707736389684814,0.9986419677734375
495,archive\images\1523.png,0.889226100151745,0.8005464480874317,0.9421221864951769,0.8419540229885057,0.997772216796875
496,archive\images\2401.png,0.837495723571673,0.7204237786933491,0.7268408551068883,0.9878934624697336,0.9927520751953125
497,archive\images\657.png,0.947645702996378,0.9005006257822278,0.9362394274560832,0.9593333333333334,0.9975738525390625
498,archive\images\29.png,0.9562289562289562,0.9161290322580645,0.9487750556792873,0.9638009049773756,0.998809814453125
499,archive\images\2579.png,0.2120658135283364,0.11860940695296524,0.11909650924024641,0.9666666666666667,0.9934234619140625
500,archive\images\2521.png,0.5973438824526703,0.4258662369057212,0.5362760020294267,0.6741071428571429,0.9782562255859375
501,archive\images\640.png,0.935483870967742,0.8787878787878788,0.8817567567567568,0.9961832061068703,0.99945068359375
502,archive\images\2058.png,0.0,0.0,0.0,0.0,0.998626708984375
503,archive\images\1981.png,0.8580060422960726,0.7513227513227513,0.8863920099875156,0.8313817330210773,0.9964141845703125
504,archive\images\2091.png,0.3683417085427136,0.22574684323991376,0.2813819577735125,0.5330909090909091,0.961639404296875
505,archive\images\1204.png,0.9083333333333333,0.8320610687022901,0.8861788617886179,0.9316239316239316,0.99932861328125
506,archive\images\2451.png,0.3998742533794405,0.249901768172888,0.4010088272383354,0.3987460815047022,0.9708709716796875
507,archive\images\523.png,0.9452286843591191,0.8961456102783726,0.900484131253362,0.9946524064171123,0.997039794921875
508,archive\images\1393.png,0.9305373525557011,0.8700980392156863,0.9726027397260274,0.8919597989949749,0.9991912841796875
509,archive\images\301.png,0.9797459663577068,0.9602960969044414,0.9704182250935056,0.9892547660311959,0.998199462890625
510,archive\images\1477.png,0.8600405679513184,0.7544483985765125,0.9953051643192489,0.7571428571428571,0.9989471435546875
511,archive\images\2590.png,0.7204874333587205,0.5630952380952381,0.5630952380952381,1.0,0.9944000244140625
512,archive\images\1461.png,0.7786589762076425,0.6375442739079102,0.8723747980613893,0.703125,0.9953155517578125
513,archive\images\1145.png,0.9524680073126143,0.9092495636998255,0.9353680430879713,0.9702048417132216,0.99920654296875
514,archive\images\1312.png,0.9251592356687899,0.8607407407407407,0.9587458745874587,0.8938461538461538,0.998565673828125
515,archive\images\763.png,0.946583850931677,0.8985849056603774,0.9384236453201971,0.9548872180451128,0.9993438720703125
516,archive\images\2160.png,0.8389972144846797,0.7226487523992322,0.9296296296296296,0.7644670050761422,0.9955902099609375
517,archive\images\2468.png,0.6135458167330677,0.4425287356321839,0.4476744186046512,0.9746835443037974,0.99407958984375
518,archive\images\2312.png,0.8975069252077562,0.8140703517587939,0.8181818181818182,0.9938650306748467,0.9949188232421875
519,archive\images\1707.png,0.9375600384245917,0.8824593128390597,0.9663366336633663,0.9104477611940298,0.9990081787109375
520,archive\images\248.png,0.9137645107794361,0.8412213740458016,0.9122516556291391,0.915282392026578,0.9984130859375
521,archive\images\441.png,0.962046204620462,0.9268680445151033,0.9847972972972973,0.9403225806451613,0.997894287109375
522,archive\images\2853.png,0.8899521531100479,0.8017241379310345,0.8104575163398693,0.986737400530504,0.9971923828125
523,archive\images\793.png,0.6886209938253456,0.5251121076233184,0.5251121076233184,1.0,0.967681884765625
524,archive\images\716.png,0.6256708407871199,0.455255450699642,0.503781058696435,0.8253687315634218,0.974456787109375
525,archive\images\896.png,0.9005847953216374,0.8191489361702128,0.8528481012658228,0.9539823008849557,0.9981842041015625
526,archive\images\1251.png,0.972972972972973,0.9473684210526315,0.95625,0.9902912621359223,0.9997406005859375
527,archive\images\1071.png,0.9457364341085271,0.8970588235294118,0.9242424242424242,0.9682539682539683,0.9994659423828125
528,archive\images\1714.png,0.7734553775743707,0.6305970149253731,0.6329588014981273,0.9941176470588236,0.9984893798828125
529,archive\images\2818.png,0.880184331797235,0.7860082304526749,1.0,0.7860082304526749,0.9984130859375
530,archive\images\2230.png,0.0,0.0,0.0,0.0,0.950897216796875
531,archive\images\1665.png,0.7395498392282959,0.5867346938775511,0.5867346938775511,1.0,0.9987640380859375
532,archive\images\2822.png,0.8405466970387244,0.724950884086444,0.9485861182519281,0.754601226993865,0.99786376953125
533,archive\images\2854.png,0.37623762376237624,0.23170731707317074,0.23170731707317074,1.0,0.99615478515625
534,archive\images\2015.png,0.7803837953091685,0.6398601398601399,0.897687456201822,0.6901939655172413,0.9889984130859375
535,archive\images\2685.png,0.859447004608295,0.7535353535353535,0.7565922920892495,0.9946666666666667,0.998138427734375
536,archive\images\1309.png,0.9470499243570348,0.8994252873563219,0.9873817034700315,0.9098837209302325,0.9994659423828125
537,archive\images\589.png,0.007407407407407408,0.0037174721189591076,0.0037174721189591076,1.0,0.98773193359375
538,archive\images\922.png,0.6514506769825918,0.48307515777395293,0.9767981438515081,0.4886825304701103,0.9862518310546875
539,archive\images\2279.png,0.8311827956989247,0.7111315547378105,0.7593320235756386,0.9180522565320665,0.995208740234375
540,archive\images\2415.png,0.0,0.0,0.0,0.0,0.973236083984375
541,archive\images\1789.png,0.896551724137931,0.8125,0.8125,1.0,0.9996337890625
542,archive\images\1276.png,0.9807474518686297,0.9622222222222222,0.9807474518686297,0.9807474518686297,0.999481201171875
543,archive\images\1991.png,0.7090909090909091,0.5492957746478874,0.9365763546798029,0.5705176294073518,0.98095703125
544,archive\images\215.png,0.917054073892831,0.8468142792589245,0.8979396262577863,0.937,0.9948272705078125
545,archive\images\663.png,0.9612565445026179,0.9254032258064516,0.9254032258064516,1.0,0.9983062744140625
546,archive\images\2611.png,0.0,0.0,0.0,0.0,0.9863739013671875
547,archive\images\1149.png,0.9487516425755586,0.9025,0.9328165374677002,0.9652406417112299,0.9994049072265625
548,archive\images\2660.png,0.9196850393700787,0.8513119533527697,0.9255150554675119,0.9139280125195618,0.995330810546875
549,archive\images\251.png,0.946236559139785,0.8979591836734694,0.967032967032967,0.9263157894736842,0.999542236328125
550,archive\images\1231.png,0.8641425389755012,0.7607843137254902,0.8434782608695652,0.8858447488584474,0.9990692138671875
551,archive\images\2675.png,0.638258164852255,0.46870717222476016,0.7892307692307692,0.5357702349869452,0.9822540283203125
552,archive\images\1879.png,0.7417442845046569,0.5895020188425303,0.6016483516483516,0.9668874172185431,0.9953460693359375
553,archive\images\1345.png,0.8853333333333334,0.7942583732057417,0.7980769230769231,0.9940119760479041,0.998687744140625
554,archive\images\2164.png,0.9248524590163933,0.8602098072700659,0.9390146471371504,0.9111111111111111,0.9912567138671875
555,archive\images\2302.png,0.4912689173457509,0.3256172839506173,0.5146341463414634,0.46993318485523383,0.9933319091796875
556,archive\images\2630.png,0.5695203400121432,0.39813242784380304,0.39813242784380304,1.0,0.9891815185546875
557,archive\images\1067.png,0.5925394548063128,0.42099898063200814,0.8694736842105263,0.44940152339499456,0.9913330078125
558,archive\images\1002.png,0.9403202328966522,0.8873626373626373,0.9022346368715084,0.9817629179331308,0.9993743896484375
559,archive\images\308.png,0.9700573370142281,0.9418556701030928,0.9500831946755408,0.9908893709327549,0.9978485107421875
560,archive\images\324.png,0.7491013659237958,0.5988505747126437,0.9756554307116105,0.6079346557759626,0.9946746826171875
561,archive\images\1235.png,0.9029275808936826,0.8230337078651685,0.966996699669967,0.846820809248555,0.9990386962890625
562,archive\images\153.png,0.9557408595253367,0.9152334152334153,0.963777490297542,0.9478371501272265,0.9989471435546875
563,archive\images\1810.png,0.7670250896057348,0.622093023255814,0.9953488372093023,0.6239067055393586,0.99603271484375
564,archive\images\1401.png,0.9325842696629214,0.8736842105263158,0.9171270718232044,0.9485714285714286,0.9989013671875
565,archive\images\1861.png,0.8938163647720175,0.8080180688876341,0.8672727272727273,0.9220360824742269,0.99481201171875
566,archive\images\2197.png,0.5893089960886571,0.4177449168207024,0.9797687861271677,0.4213797389683033,0.9855804443359375
567,archive\images\709.png,0.7325383304940374,0.5779569892473119,0.6323529411764706,0.8704453441295547,0.9976043701171875
568,archive\images\2080.png,0.0,0.0,0.0,0.0,0.99822998046875
569,archive\images\1768.png,0.9441210710128056,0.8941565600882029,0.9397450753186558,0.9485380116959065,0.99853515625
570,archive\images\353.png,0.5403158769742311,0.3701594533029613,0.9259259259259259,0.3814553990610329,0.9915618896484375
571,archive\images\181.png,0.9833887043189369,0.9673202614379085,0.9825726141078838,0.9842061512884456,0.9993896484375
572,archive\images\1801.png,0.9267139479905437,0.8634361233480177,0.8868778280542986,0.9702970297029703,0.9995269775390625
573,archive\images\865.png,0.17095890410958908,0.09346914319952067,0.0936374549819928,0.9811320754716981,0.9769134521484375
574,archive\images\2378.png,0.8643835616438356,0.7611580217129071,0.8916627414036741,0.8387239698715109,0.990936279296875
575,archive\images\605.png,0.9591078066914499,0.9214285714285714,0.9684684684684685,0.9499263622974963,0.9991607666015625
576,archive\images\2148.png,0.9112709832134293,0.8370044052863436,0.8962264150943396,0.926829268292683,0.998870849609375
577,archive\images\940.png,0.8886941279579316,0.7996845425867508,0.926873857404022,0.8535353535353535,0.9980621337890625
578,archive\images\545.png,0.9662461643368565,0.9346965699208444,0.9806228373702423,0.9522849462365591,0.9984893798828125
579,archive\images\217.png,0.6195744680851063,0.44882860665844637,0.45671267252195735,0.9629629629629629,0.9931793212890625
580,archive\images\980.png,0.0,0.0,0.0,0.0,0.9941558837890625
581,archive\images\888.png,0.7536112257531985,0.604635761589404,0.6054376657824934,0.9978142076502732,0.9908905029296875
582,archive\images\407.png,0.9575688073394495,0.9185918591859186,0.9329608938547486,0.983510011778563,0.998870849609375
583,archive\images\1566.png,0.0,0.0,0.0,0.0,0.9971466064453125
584,archive\images\2830.png,0.7903225806451613,0.6533333333333333,1.0,0.6533333333333333,0.9984130859375
585,archive\images\1841.png,0.0,0.0,0.0,0.0,0.9959564208984375
586,archive\images\2790.png,0.7722269263336156,0.6289655172413793,0.6559263521288837,0.9386578839028407,0.9794769287109375
587,archive\images\2847.png,0.8654139156932453,0.7627573858549687,0.8208092485549133,0.9151450053705693,0.991912841796875
588,archive\images\1084.png,0.890038809831824,0.8018648018648019,0.9913544668587896,0.8075117370892019,0.9987030029296875
589,archive\images\1723.png,0.9019607843137255,0.8214285714285714,0.9806201550387597,0.834983498349835,0.9991607666015625
590,archive\images\2454.png,0.7306044740599715,0.5755530558680165,0.575984990619137,0.9986987638256344,0.98272705078125
591,archive\images\1611.png,0.8970059880239521,0.8132464712269273,0.9433249370277078,0.8550228310502284,0.99737548828125
592,archive\images\1363.png,0.9650495565988524,0.9324596774193549,0.9798728813559322,0.9506680369989723,0.9989776611328125
593,archive\images\2717.png,0.8960716061660865,0.8117117117117117,0.9605543710021321,0.8397017707362535,0.9968109130859375
594,archive\images\33.png,0.29312977099236637,0.17173524150268335,0.17173524150268335,1.0,0.9929351806640625
595,archive\images\2496.png,0.0,0.0,0.0,0.0,0.9915924072265625
596,archive\images\2169.png,0.038461538461538464,0.0196078431372549,0.0196078431372549,1.0,0.994659423828125
597,archive\images\2222.png,0.5750111957008508,0.4035197988686361,0.4045368620037807,0.9938080495356038,0.9855194091796875
598,archive\images\1146.png,0.9729241877256317,0.9472759226713533,0.9729241877256317,0.9729241877256317,0.999542236328125
599,archive\images\1893.png,0.062337662337662345,0.032171581769437,0.0339943342776204,0.375,0.988983154296875
600,archive\images\2499.png,0.0,0.0,0.0,0.0,0.9962005615234375
601,archive\images\1236.png,0.7897271268057785,0.6525198938992043,0.8848920863309353,0.7130434782608696,0.9980010986328125
602,archive\images\1250.png,0.9562841530054645,0.9162303664921466,0.9849906191369606,0.9292035398230089,0.999267578125
603,archive\images\2923.png,0.9128043990573449,0.8395953757225434,0.9880952380952381,0.8481751824817518,0.996612548828125
604,archive\images\1591.png,0.9186712485681557,0.8495762711864406,0.9369158878504673,0.9011235955056179,0.9989166259765625
605,archive\images\1894.png,0.0,0.0,0.0,0.0,0.985687255859375
606,archive\images\107.png,0.9569086651053863,0.917377638078132,0.9831568816169394,0.9320255474452555,0.9971923828125
607,archive\images\1675.png,0.8102766798418972,0.6810631229235881,0.8333333333333334,0.7884615384615384,0.99853515625
608,archive\images\429.png,0.9679168549480344,0.9378283712784589,0.9545454545454546,0.9816681943171403,0.9989166259765625
609,archive\images\344.png,0.9514563106796118,0.9074074074074074,0.9230769230769231,0.9816360601001669,0.9981689453125
610,archive\images\2667.png,0.8957845433255269,0.8112407211028632,0.8247978436657682,0.9801409352978859,0.99456787109375
611,archive\images\367.png,0.9779816513761469,0.9569120287253142,0.9797794117647058,0.9761904761904762,0.9996337890625
